鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號,
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year,month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
神岡區,房地(土地+建物)+車位,臺中市神岡區文昌街151~180號,29.25,住,,,1070301,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061227,92.21,2,1,2,有,有,5600000,59561,坡道機械,11.62,800000,,RPVOMLTJNHNFFDB98CA,
外埔區,土地,大同段541~570地號,142.08,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2500000,17596,,0,0,,RPRNMLMKMHNFFEB87CA,
外埔區,土地,下鐵山段931~960地號,35.93,,鄉村區,乙種建築用地,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4311,120,,0,0,向政府機關承購之案件。,RPUNMLNLMHNFFEB38CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區中正街31~60號,125.56,商,,,1070301,土地1建物1車位0,全,四層,透天厝,商業用,見其他登記事項,590403,254.92,7,2,7,有,無,18000000,70610,,0,0,,RPPPMLMKMHNFFFB97CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區中清路六段261巷241~270號,88.15,住,,,1070301,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,830315,172.46,4,3,3,有,無,6550000,37980,,0,0,,RPQPMLMKMHNFFFB08CA,
清水區,房地(土地+建物),臺中市清水區港新五路181~210號,12.52,商,,,1040801,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061027,94.98,2,2,1,有,有,3610000,38008,,0,0,,RPSNMLQKMHNFFFB48CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區保寧路22巷31~60號,0.88,住,,,1070301,土地1建物1車位0,一層,一層,其他,見其他登記事項,鋼筋混凝土造,880812,9.55,0,0,0,無,無,450000,47120,,0,0,管理員室持分移轉包含車位使用權,RPQNMLSKMHNFFFB48CA,
清水區,房地(土地+建物)+車位,臺中市清水區港新五路211~240號,12.86,商,,,1070301,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060905,131.02,2,2,1,有,有,4700000,35872,坡道平面,34.35,0,,RPTOMLOLMHNFFFB58CA,
清水區,土地,海風段421~450地號,350,,一般農業區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1505000,4300,,0,0,親友、員工或其他特殊關係間之交易。瑕疵物件之交易。,RPXVMLLJNHNFFFB66CA,
清水區,土地,銀聯段1681~1710地號,141,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5630000,39929,,0,0,,RPVNMLMJNHNFFFB38CA,
梧棲區,房地(土地+建物),臺中市梧棲區建國西街61~90號,280,住,,,1070301,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,720420,132.87,3,2,2,有,無,20000000,150523,,0,0,,RPWNMLOJNHNFFFB68CA,
東勢區,土地,大茅埔段4321~4350地號,4120,,山坡地保育區,農牧用地,1070201,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,3000000,728,,0,0,,RPQNMLMKMHNFFGB97CA,
東勢區,房地(土地+建物),臺中市東勢區東蘭路石排巷1~30號,86,,山坡地保育區,丙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,691225,96.38,4,2,2,有,無,2330000,24175,,0,0,,RPPNMLMLMHNFFGB97CA,
東勢區,房地(土地+建物),臺中市東勢區東崎路五段155巷17弄1~30號,77.62,住,,,1070301,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,830402,168.7,4,2,3,有,無,5000000,29638,,0,0,,RPPNMLNJNHNFFGB97CA,
潭子區,土地,大德段181~210地號,24.67,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,747945,30318,,0,0,,RPUNMLMKMHNFFHB48CA,
大雅區,房地(土地+建物),臺中市大雅區清陽路56巷1~30號,77.15,,特定農業區,甲種建築用地,1070301,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1051116,177.45,5,2,4,有,無,11600000,65371,,0,0,,RPRNMLNKMHNFFHB28CA,
大雅區,房地(土地+建物),臺中市大雅區清陽路61~90號,88.67,,特定農業區,甲種建築用地,1070301,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1051116,192.66,5,2,3,有,有,12200000,63324,,0,0,,RPSNMLNKMHNFFHB38CA,
潭子區,土地,潭陽段811~840地號,522.99,住,,,1070101,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,28470000,54437,,0,0,,RPVNMLNKMHNFFHB68CA,
潭子區,房地(土地+建物),臺中市潭子區興華一路405巷12弄1~30號,84.61,住,,,1070301,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,741210,148.81,4,3,3,有,無,10800000,72576,,0,0,含增建或未登記建物。,RPXNMLNKMHNFFHB88CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區大新路61~90號,15.51,住,,,1070301,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821018,101.32,3,2,2,有,有,3500000,34544,升降機械,0,0,,RPQNMLRKMHNFFHB58CA,
大雅區,房地(土地+建物),臺中市大雅區中山北路181~210號,101.87,住,,,1070201,土地0建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,780729,270.49,9,2,4,有,無,16000000,59152,,0,0,,RPXNMLTKMHNFFHB86CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區頭張路二段61~90號,30.78,住,,,1070301,土地1建物1車位1,四層，五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800627,179.24,4,2,2,有,有,6350000,35427,坡道平面,0,0,,RPVNMLQKMHNFFHB98CA,
大雅區,房地(土地+建物),臺中市大雅區中清路五段97巷6弄1~30號,102.9,住,,,1070201,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,691215,99,3,3,3,有,無,6050000,61111,,0,0,,RPQNMLLLMHNFFHB08CA,
潭子區,土地,弘富段151~180地號,1905.11,住,,,1070101,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,154159120,80919,,0,0,,RPPNMLLJNHNFFHB87CA,
潭子區,土地,弘富段211~240地號,667.29,住,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,53996272,80919,,0,0,,RPRNMLLJNHNFFHB08CA,
潭子區,房地(土地+建物)+車位,臺中市潭子區環中東路一段121~150號,14,住,,,1070301,土地1建物2車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840921,114.17,2,1,1,有,有,5200000,45546,坡道機械,0,0,附裝潢傢俱電,RPQNMLNJNHNFFHB18CA,
大里區,房地(土地+建物),臺中市大里區益民路一段62巷12弄1~30號,18.67,住,,,1070301,土地1建物2車位0,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,810125,96.1,3,2,1,有,有,4200000,43704,,0,0,,RPUNMLMKMHNFFIB58CA,
大里區,房地(土地+建物),臺中市大里區新仁路二段27巷1~30號,99.55,住,,,1070101,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,,121.96,3,2,2,有,無,6000000,49196,,0,0,親友、員工或其他特殊關係間之交易。,RPQOMLMKMHNFFIB28CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區中山路一段1~30號,9.35,住,,,1070301,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,830708,102.8,3,2,2,有,有,4200000,40856,坡道機械,0,0,,RPQOMLQKMHNFFIB68CA,
霧峰區,土地,丁台一段31~60地號,43.89,,特定農業區,水利用地,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,778170,17730,,0,0,,RPRNMLRKMHNFFIB78CA,
霧峰區,土地,丁台一段31~60地號,43.77,,特定農業區,水利用地,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1042164,23810,,0,0,,RPSNMLRKMHNFFIB88CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區學田路便行巷36弄1~30號,42.61,住,,,1040601,土地2建物1車位2,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061225,161.82,2,2,2,有,有,7890000,56921,坡道平面,60.1,2100000,,RPSOMLRKMHNFFIB98CA,
大里區,土地,鳳凰段151~180地號,282.54,,工業區,丁種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,20937700,74105,,0,0,,RPWQMLRKMHNFFIB96CA,
霧峰區,土地,峰南段241~270地號,161,住,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,8766000,54447,,0,0,,RPTOMLSKMHNFFIB56CA,
大里區,房地(土地+建物),臺中市大里區垂統街46巷1~30號,69.9,住,,,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,760708,109.88,5,2,3,有,無,6780000,61704,,0,0,,RPVOMLSKMHNFFIB76CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區學田路便行巷36弄1~30號,33.38,住,,,1050101,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061225,127.27,2,2,2,有,有,6410000,54104,坡道平面,30.05,1150000,,RPSNMLSKMHNFFIB98CA,
大里區,房地(土地+建物)+車位,臺中市大里區東南路148巷20弄1~30號,23.83,住,,,1070101,土地1建物2車位1,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,810927,136.15,3,2,2,有,有,5500000,40397,坡道平面,0,0,,RPWOMLTKMHNFFIB96CA,
大里區,土地,大里段571~600地號,472,,一般農業區,甲種建築用地,1070201,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,68790,146,,0,0,向政府機關承購之案件。,RPVPMLTKMHNFFIB96CA,
大里區,房地(土地+建物)+車位,臺中市大里區新甲路1~30號,20.18,商,,,1030101,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041022,182.27,3,2,2,有,有,9620000,57783,坡道平面,33.09,1000000,,RPUOMLOLMHNFFIB98CA,
大里區,房地(土地+建物),臺中市大里區德芳南路306巷1~30號,8.11,商,,,1070301,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,930611,80.88,2,1,1,有,有,4200000,51929,,0,0,,RPOPMLRLMHNFFIB78CA,
大里區,房地(土地+建物),臺中市大里區中湖路151~180號,12.96,住,,,1070301,土地1建物1車位0,一層，騎樓,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,960607,86.61,0,0,1,無,有,3500000,40411,,0,0,,RPVNMLKMMHNFFIB68CA,
烏日區,車位,臺中市烏日區溪南路一段126巷301~330號,0,,,,1070201,土地0建物0車位1,,,其他,,,,30.2,0,0,0,有,有,1180000,,坡道平面,30.2,1180000,單獨車位交易。,RPTOMLKMMHNFFIB58CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區溪南路一段126巷301~330號,41.7,,鄉村區,乙種建築用地,1060801,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050713,180.11,3,2,2,有,有,9800000,54411,坡道平面,30.2,0,,RPQNMLMJNHNFFIB18CA,
大里區,房地(土地+建物)+車位,臺中市大里區光正路31~60號,25.38,,鄉村區,乙種建築用地,1070301,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040519,127.3,2,2,1,有,有,6080000,47761,坡道平面,31.89,0,,RPXOMLOJNHNFFIB56CA,
太平區,土地,樹孝段451~480地號,65.13,其他,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1008675,15487,,0,0,道路用地,RPSNMLMKMHNFFJB48CA,
太平區,房地(土地+建物),臺中市太平區育德路241~270號,21.06,住,,,1070301,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,771210,76.1,2,2,1,有,無,1400000,18397,,0,0,,RPXNMLMKMHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區中山路二段259巷21弄61~90號,135.29,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,680331,113.56,4,2,2,有,無,3000000,26418,,0,0,"本案係屬二親等間之財產交易。本買賣含3樓鐵皮搭增建,且未登記建物。",RPPNMLOLMHNFFJB48CA,
太平區,房地(土地+建物)+車位,臺中市太平區文林街46巷1~30號,93.72,,鄉村區,乙種建築用地,1070301,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,820424,279.61,3,2,3,有,有,7100000,25393,坡道平面,0,0,,RPVNMLOLMHNFFJB09CA,
太平區,房地(土地+建物)+車位,臺中市太平區中山路一段245巷31~60號,75.01,,鄉村區,乙種建築用地,1070301,土地2建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,880909,188.43,6,1,2,有,有,8880000,47126,坡道平面,0,0,,RPQOMLKMMHNFFJB38CA,
太平區,房地(土地+建物),臺中市太平區永成北路158巷1~30號,18.57,住,,,1070301,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,810526,100.85,3,2,2,有,有,4500000,44621,,0,0,,RPROMLKMMHNFFJB48CA,
太平區,房地(土地+建物),臺中市太平區東村八街91~120號,135.43,住,,,1070201,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,940704,266.33,4,1,4,有,無,12000000,45057,,0,0,,RPSOMLKMMHNFFJB58CA,
太平區,房地(土地+建物)+車位,臺中市太平區大勇街1~30號,13.68,商,,,1070101,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840324,111.51,3,2,2,有,有,4300000,38558,坡道機械,0,0,,RPVNMLOJNHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區光興路1381~1410號,85.71,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,660815,131.18,3,2,2,有,無,5400000,41165,,0,0,,RPPNMLPJNHNFFJB48CA,
太平區,房地(土地+建物),臺中市太平區大源三十街1~30號,86.71,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,680610,86.94,3,2,2,有,無,8100000,93168,,0,0,,RPQNMLPJNHNFFJB58CA,
太平區,房地(土地+建物),臺中市太平區光興路832巷11弄31~60號,84.94,,鄉村區,乙種建築用地,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,860514,154.63,4,2,3,有,無,6600000,42683,,0,0,,RPPOMLLJNHNFFJB18CA,
龍井區,房地(土地+建物),臺中市龍井區龍社二街1~30號,185,住,,,1070301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011031,201.6,4,3,4,有,無,13300000,65972,,0,0,,RPPNMLMKMHNFFKB28CA,
大肚區,土地,文昌段1741~1770地號,28.06,住,,,1070301,土地6建物0車位0,,,其他,,,,0,0,0,0,有,無,330000,11761,,0,0,,RPQNMLNKMHNFFKB48CA,
龍井區,房地(土地+建物),臺中市龍井區東海街61~90號,30.75,住,,,1070301,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,691227,89.25,2,2,2,有,無,3380000,37871,,0,0,,RPRNMLSKMHNFFKB09CA,
龍井區,土地,龍田段1411~1440地號,445.62,住,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7414000,16637,,0,0,,RPQNMLQKMHNFFKB78CA,
大肚區,土地,福山段361~390地號,3.09,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,80000,25890,,0,0,,RPVNMLTKMHNFFKB96CA,
大肚區,房地(土地+建物),臺中市大肚區遊園路一段3巷2弄31~60號,60.83,,一般農業區,丙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,691224,88.98,3,2,2,有,無,5200000,58440,,0,0,,RPTNMLPLMHNFFKB09CA,
北屯區,土地,陳平段751~780地號,91,住,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4500000,49451,,0,0,,RPXNMLRKMHNFFBB78DA,
南屯區,房地(土地+建物),臺中市南屯區干城街280巷2弄1~30號,18.6,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,640806,22.95,4,2,1,有,無,1600000,69717,,0,0,親友、員工或其他特殊關係間之交易。,RPRPMLRKMHNFFCB48DA,
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段691~720號,10.66,商,,,1070201,土地1建物2車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980914,142.93,2,2,1,有,有,11500000,80459,坡道平面,33.2,0,,RPWOMLPLMHNFFCB78DA,
沙鹿區,土地,護安段1~30地號,15.49,住,,,1070301,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,300000,19367,,0,0,,RPVOMLRJNHNFFFB09DA,
潭子區,房地(土地+建物),臺中市潭子區潭興路一段17巷13弄1~30號,150.86,,山坡地保育區,丙種建築用地,1070201,土地6建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1030527,184.59,4,2,3,有,有,12000000,65009,,0,0,,RPXNMLMKMHNFFHB88DA,
太平區,土地,洪厝段31~60地號,101.59,,鄉村區,乙種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4570000,44985,,0,0,含未保存建物一棟,RPWOMLLKMHNFFJB98DA,
太平區,房地(土地+建物),臺中市太平區太平路91~120號,65,工,,,1070101,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,640920,119.04,2,2,1,有,無,5400000,45363,,0,0,親友、員工或其他特殊關係間之交易。,RPOOMLQKMHNFFJB68DA,
龍井區,房地(土地+建物),臺中市龍井區南社二街142巷1~30號,85.36,住,,,1070301,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1030411,140.79,4,2,3,有,無,8000000,56822,,0,0,,RPPNMLSJNHNFFKB98DA,
烏日區,土地,便行段721~750地號,0.83,,山坡地保育區,水利用地,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6142,0,,0,0,"購買農田水利會土地,水利用地,以公契申報",RPUOMLSKMHNFFIB76DA,
清水區,土地,高南段1291~1320地號,71.15,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,912827,12830,,0,0,,RPWNMLKKNHNFFFB48DA,
大甲區,房地(土地+建物),臺中市大甲區頂店里3鄰開元路英才巷1~30號,78.54,,特定農業區,甲種建築用地,1070301,土地4建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,931202,204.71,3,2,3,有,無,7400000,36149,,0,0,,RPPNMLRKMHNFFEB28DA,
大肚區,房地(土地+建物),臺中市大肚區王福街750巷61~90號,612.5,其他,,,1060501,土地8建物1車位0,一層，二層，三層，四層,四層,工廠,見其他登記事項,鋼筋混凝土造,970408,367.51,3,2,3,有,無,36500000,,,0,0,,RPUNMLSJNHNFFKB76CA,
大肚區,土地,社腳段社腳小段121~150地號,3096,農,,,1070201,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,30000000,9690,,0,0,含未保存登記建物乙棟,RPRNMLQKMHNFFKB88CA,
龍井區,土地,茄投段481~510地號,75.39,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2000000,26529,,0,0,含增建或未登記建物。,RPQNMLRKMHNFFKB88CA,
大肚區,土地,福安段991~1020地號,7.02,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,201742,28738,,0,0,,RPPNMLPKMHNFFKB58CA,
太平區,房地(土地+建物)+車位,臺中市太平區新安街91~120號,25.79,住,,,1070301,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051019,168.52,3,2,2,有,有,11280000,66936,坡道平面,28.68,0,,RPTOMLSJNHNFFJB66CA,
太平區,房地(土地+建物),臺中市太平區大興五街1~30號,200.03,,鄉村區,乙種建築用地,1070101,土地2建物2車位0,全,二層,透天厝,見其他登記事項,加強磚造,680113,210.2,0,0,0,無,無,12450000,59229,,0,0,,RPSNMLRJNHNFFJB98CA,
太平區,土地,學億段1~30地號,221.45,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,16412550,74114,,0,0,,RPQOMLRJNHNFFJB88CA,
太平區,土地,學億段1~30地號,296.39,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,21966700,74114,,0,0,,RPROMLRJNHNFFJB98CA,
太平區,土地,學億段1~30地號,2254.2,住,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,142028640,63006,,0,0,,RPSOMLRJNHNFFJB09CA,
太平區,房地(土地+建物),臺中市太平區光明路1~30號,135.37,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,680510,69.76,3,1,1,有,無,2580000,36984,,0,0,二親等特殊關係間之交易。,RPQNMLLJNHNFFJB18CA,
太平區,房地(土地+建物),臺中市太平區宜欣路57巷27弄1~30號,67,住,,,1070301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,880518,177.86,4,3,3,有,無,9300000,52288,,0,0,,RPSNMLNLMHNFFJB68CA,
太平區,土地,樹孝段61~90地號,217.55,其他,,,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,3100000,14250,,0,0,(包含)公共設施保留地之交易。,RPTNMLOLMHNFFJB88CA,
太平區,房地(土地+建物),臺中市太平區廣三街31~60號,17.22,住,,,1070301,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,810430,101.62,3,2,2,有,有,4750000,46743,,0,0,,RPPNMLKLMHNFFJB08CA,
太平區,房地(土地+建物),臺中市太平區儀東路82巷9弄1~30號,91,工,,,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,810830,192.17,4,3,3,有,無,2380000,12385,,0,0,親友、員工或其他特殊關係間之交易。,RPUOMLMKMHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路1~30號,15.54,商,,,1070301,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,173.56,3,2,2,有,有,10820000,70866,坡道平面,36.4,1100000,,RPQNMLQKMHNFFJB68CA,
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路1~30號,15.54,商,,,1070301,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,173.56,3,2,2,有,有,9700000,61242,坡道平面,36.4,1300000,,RPRNMLQKMHNFFJB78CA,
太平區,房地(土地+建物),臺中市太平區大興九街31~60號,114.19,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,691130,110.56,6,2,2,有,無,5800000,52460,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPROMLRKMHNFFJB98CA,
大里區,房地(土地+建物)+車位,臺中市大里區中興路二段日新巷22弄1~30號,42.57,住,,,1070301,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051219,204.58,3,2,2,有,有,12900000,63056,坡道平面,41.36,0,,RPTQMLSJNHNFFIB76CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區環河路五段241~270號,22.95,住,,,1070201,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030519,152.27,2,2,1,有,有,6300000,41374,坡道平面,62.78,0,,RPPNMLTJNHNFFIB78CA,
大里區,房地(土地+建物),臺中市大里區慈善路97巷1~30號,73.47,工,,,1070301,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,760515,109.77,3,2,2,有,無,6800000,61948,,0,0,,RPWNMLKMMHNFFIB78CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區溪南路一段126巷301~330號,40.03,,鄉村區,乙種建築用地,1070201,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050713,175,3,2,2,有,有,9250000,52857,坡道平面,30.2,0,,RPUOMLLJNHNFFIB58CA,
大里區,房地(土地+建物),臺中市大里區長興三街1~30號,23.44,住,,,1070301,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,791010,107.68,3,2,2,有,無,2860000,26560,,0,0,,RPPPMLLJNHNFFIB18CA,
大里區,房地(土地+建物),臺中市大里區大里路31~60號,77.98,住,,,1070301,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,830617,217.79,9,6,5,有,無,19700000,90454,,0,0,,RPSPMLLJNHNFFIB48CA,
大里區,土地,華城段361~390地號,6010.45,,一般農業區,農牧用地,1070301,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,116460640,19376,,0,0,公家機關協議價購,RPPNMLRLMHNFFIB68CA,
大里區,土地,公教段151~180地號,130.88,,鄉村區,乙種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7983680,61000,,0,0,公家機關協議價購,RPQNMLRLMHNFFIB78CA,
大里區,土地,公教段1351~1380地號,21.47,,鄉村區,乙種建築用地,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1309670,61000,,0,0,公家機關協議價購,RPRNMLRLMHNFFIB88CA,
大里區,土地,振坤段361~390地號,507.1,,一般農業區,農牧用地,1070301,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,10092308,19902,,0,0,公家機關協議價購,RPSNMLRLMHNFFIB98CA,
